PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
184,2023-05-30,20:43:21.00,3,5,"Dill, Austin",1000249505,Right,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,5,Top,0,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.56571,-1.05912,-1.931479,2295.787297,227.047274,1:30,6.13052,1.05303,5.04756,-24.44545,13.108,12.81489,3.09376,0.29848,80.208,-5.56082,0.332616,0.441059,73.24821,30.334297,-163.126022,2852.469239,,,,,58.0998,,,-6.95311,7.14882,-0.87993,50,6.01046,3.71161,-127.03528,-3.24531,-11.38354,25.56818,-20.47007,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,e7ffd290-ff5c-11ed-b453-ebf3d8e2a684,85.45904,29.27222,,7.35771,,,,3.02522,3.24762,-0.28766,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:43:21.00,2023-05-30T20:43:21.0092076-06:00,2023-05-31T02:43:21.0092076Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,fd494777-25c1-4f14-8a34-f1cbf0374880,55.45144,-128.12779,12.78409,6.13044,-2.37064,-10.23503,-1.04891,4.19802,-5.69177,13.983254,3.02522,-88.73046,6.02237,-0.43657,0.08094,-0.0013,0.00175,-0.00164,0.00053,3.24762,54.25719,-25.6481,2.77888,-0.57941,0.12008,-0.02231,0.00511,-0.00084,-0.28766,-26.91436,3.29012,-0.1161,0.0167,0.00783,-0.00163,0.00029,-7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
185,2023-05-30,20:43:56.33,3,6,"Dill, Austin",1000249505,Right,MIS_PAD,"Petersen, Casey",1000248749,Right,ROC_VIB,Undefined,5,Top,0,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.54207,-1.831069,-1.815448,1976.842736,253.341302,2:30,6.15719,1.1974,4.74073,-41.08089,6.76642,16.97406,0.99545,0.88928,71.59598,-9.257225,1.173021,0.497852,,,,,,,,,,,,-8.96339,4.34063,-1.0308,50,5.93678,2.89401,-113.70449,-5.11159,-11.60222,23.04339,-26.55551,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,fd185da0-ff5c-11ed-b453-ebf3d8e2a684,75.71016,,,6.94609,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:43:56.33,2023-05-30T20:43:56.3321388-06:00,2023-05-31T02:43:56.3321388Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,855c517d-85df-495b-af2f-a2183c5d003a,55.75716,-114.86531,11.52169,6.16058,-3.77385,-13.27776,-1.19131,3.47848,-5.80111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
186,2023-05-30,20:44:27.71,4,1,"Dill, Austin",1000249505,Right,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,5,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,88.66562,-2.05288,-1.936952,2132.107102,235.547841,1:45,6.10326,1.06125,4.93781,-24.50277,12.61367,16.53922,2.11922,0.60818,80.66194,-6.559918,0.980615,0.438485,86.60813,-10.883354,-42.059454,,,,,13.20893,11.9565,-36.048607,0.088802,-8.80926,7.21296,-0.88761,50,5.88383,3.5773,-128.4316,-5.52637,-14.61634,28.24322,-20.20628,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,0fc40760-ff5d-11ed-b453-ebf3d8e2a684,85.96066,2.13364,,8.00368,,,,2.44055,2.13364,-0.33905,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:44:27.71,2023-05-30T20:44:27.7184044-06:00,2023-05-31T02:44:27.7184044Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,ff13f046-b29d-40be-80c5-e17b83ed9e14,55.56019,-129.64856,14.12161,6.1032,-4.65571,-10.10314,-1.05532,4.2071,-7.30817,180,2.43816,92.78047,,,,,,,,2.13426,-24.02686,,,,,,,,-0.3369,-83.7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
187,2023-05-30,20:45:11.84,5,1,"Dill, Austin",1000249505,Right,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,5,Top,2,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.98682,-1.59192,-1.303496,1864.726025,239.02167,2:00,6.14627,1.18139,4.60923,-37.14971,11.57449,16.41265,1.53601,1.30947,70.98185,-8.332376,1.577225,0.502393,,,,,,,,,,,,-8.47871,6.62126,-1.06353,50,5.94877,1.87636,-112.90369,-4.45799,-10.8284,22.58736,-23.71788,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,2a1a6e10-ff5d-11ed-b453-ebf3d8e2a684,75.02577,,,7.00497,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:45:11.84,2023-05-30T20:45:11.8448172-06:00,2023-05-31T02:45:11.8448172Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,f79be192-f400-4239-9108-307b0b60fe91,55.88789,-114.07554,11.29368,6.14813,-3.2275,-11.85894,-1.17545,2.43814,-5.4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
188,2023-05-30,20:45:32.01,5,2,"Dill, Austin",1000249505,Right,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,5,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,1,0,,89.98168,-2.298203,-0.946629,2263.297569,216.097821,1:15,6.11683,1.04365,4.77142,-18.55095,17.6054,11.95524,2.39071,1.14241,81.9693,-5.742027,1.155558,0.432777,81.27364,7.666056,-32.296923,1814.954135,,,,113.58809,108.53152,-35.251131,1.046619,-6.16111,9.67075,-0.96005,50,5.87131,1.57684,-130.34934,-5.9091,-10.56529,28.24702,-15.59027,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,36134f70-ff5d-11ed-b453-ebf3d8e2a684,87.09444,5.79963,,8.01238,,,,0.62402,2.30626,-1.11948,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:45:32.01,2023-05-30T20:45:32.0180780-06:00,2023-05-31T02:45:32.0180780Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,f6a9ea2e-1d04-473f-9dba-f636263c7b4c,55.72549,-131.58422,14.12351,6.11474,-5.22754,-7.79513,-1.03908,2.03872,-5.28264,83.95835,0.62402,99.85905,-12.53176,1.44985,-0.30976,0.054,-0.00903,0.00164,-0.00018,2.30626,15.90132,-18.7338,1.58386,-0.25558,0.05891,-0.00961,0.0014,-0.00016,-1.11948,-63.12077,1.78595,-0.33735,0.05563,-0.01135,0.00191,-0.00031,4E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
189,2023-05-30,20:47:58.38,1,1,"Draves, Nathan",1000164402,Right,ROC_VIB,"O'Connor, McClain",1000023663,Right,MIS_PAD,Undefined,5,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.37845,1.670935,0.492054,1946.225342,87.066882,9:00,6.16812,1.45038,5.43237,-48.15219,0.89425,-14.29831,3.72075,0.71967,69.61103,-7.152134,-2.053856,0.504051,,,,,,,,,,,,7.2863,0.48961,-1.48397,50,6.28316,-0.39076,-110.79408,1.64536,8.99108,21.138,-31.56988,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,8d679290-ff5d-11ed-b453-ebf3d8e2a684,74.7789,,,6.76742,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:47:58.38,2023-05-30T20:47:58.3884844-06:00,2023-05-31T02:47:58.3884844Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,0bb57051-b0cf-4894-a848-db739b326a18,55.06463,-111.75617,10.569,6.17558,3.08225,-15.78494,-1.45687,-0.79998,4.49554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
190,2023-05-30,20:48:10.22,1,2,"Draves, Nathan",1000164402,Right,ROC_VIB,"O'Connor, McClain",1000023663,Right,MIS_PAD,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,89.2884,-1.865327,-0.978531,2041.487009,195.128346,12:30,6.13267,1.3548,6.46304,-20.38757,13.75898,3.43886,2.71956,0.74251,82.06761,-5.724576,-0.354383,0.420576,62.50797,6.418152,-30.372757,1901.796427,,,,64.5069,63.46718,-30.60851,0.728795,-2.07142,8.03256,-1.28722,50,5.99175,2.08592,-129.82235,-4.80882,-3.54638,26.36941,-18.4219,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,94628780-ff5d-11ed-b453-ebf3d8e2a684,89.62091,4.00482,,7.22079,,,,1.74756,2.6762,-0.66494,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:48:10.22,2023-05-30T20:48:10.2203948-06:00,2023-05-31T02:48:10.2203948Z,GroundBall,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,b31a16af-173d-4847-9a4f-6644bf7b8137,54.03536,-130.63943,13.18471,6.13191,-4.23799,-9.21095,-1.35356,2.19581,-1.77319,24.418122,1.75355,78.48685,-6.47804,,,,,,,2.69857,9.836,-18.61687,,,,,,,-0.66479,-46.06578,2.62095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
191,2023-05-30,20:49:53.27,2,1,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,0,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,75.47613,0.224388,-1.38565,1010.174856,252.804207,2:30,6.14405,1.24965,6.28253,-42.88093,5.06465,11.85383,2.77751,0.96014,69.85135,-7.729326,0.759924,0.498363,57.45125,50.131468,-128.97975,4988.22978,,,,,48.54774,,,-6.57516,2.96705,-1.15327,50,6.1396,2.26777,-109.81118,-0.75431,-8.07565,18.3786,-28.52992,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,d1dbd580-ff5d-11ed-b453-ebf3d8e2a684,75.63252,43.33194,,5.62478,,,,2.11048,2.83397,-0.93918,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:49:53.27,2023-05-30T20:49:53.2758572-06:00,2023-05-31T02:49:53.2758572Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,4ac6d063-35f6-46a6-a149-7cf2061c58f6,54.21758,-110.5148,9.1893,6.14757,0.33795,-14.26496,-1.24601,2.57695,-4.03782,29.507775,2.11048,-33.97745,-1.66321,1.21483,-0.36964,0.27279,-0.42646,0.39034,-0.13166,2.83397,64.67228,-25.70389,2.80741,-0.63531,0.31861,-0.42826,0.36305,-0.11695,-0.93918,-41.98886,5.1779,-0.78561,0.15085,-0.10252,0.16377,-0.13734,0.04357,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
192,2023-05-30,20:50:14.87,2,2,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.35434,-0.400947,-3.39896,1234.708698,244.2309,2:15,6.11033,1.2164,6.52217,-35.86998,6.84996,11.81965,2.75266,-0.92071,73.90114,-7.075569,-1.25488,0.470421,,,,,,,,,,,,-7.02103,4.04831,-0.98469,50,6.06674,6.46043,-115.40341,-1.79868,-9.61719,18.31429,-26.62879,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,deb88730-ff5d-11ed-b453-ebf3d8e2a684,80.12489,,,5.45319,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:50:14.87,2023-05-30T20:50:14.8740652-06:00,2023-05-31T02:50:14.8740652Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,fc339117-ecb4-4edb-83aa-8bcde5cab077,53.97816,-116.03302,9.15715,6.11284,-0.88323,-13.31439,-1.21246,6.79105,-4.80859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
193,2023-05-30,20:50:47.04,2,3,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.74721,-2.229986,-0.847936,2205.072059,205.442509,12:45,6.15782,1.24825,6.32942,-17.68414,17.09749,7.6228,2.62945,1.10262,81.47073,-5.596377,0.532005,0.42447,,,,,,,,,,,,-4.19504,9.83623,-1.18986,50,5.98657,1.60799,-128.96381,-5.50384,-7.08528,26.09803,-15.56096,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,f1d80160-ff5d-11ed-b453-ebf3d8e2a684,88.79892,,,7.27648,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:50:47.04,2023-05-30T20:50:47.0416940-06:00,2023-05-31T02:50:47.0416940Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,39bc493f-a264-4b9e-a15f-153b551e2ba3,54.16807,-129.80455,13.04902,6.1558,-5.00255,-7.78048,-1.24533,1.83623,-3.54264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
194,2023-05-30,20:51:15.44,2,4,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.95574,-1.18855,-0.916814,2242.328347,198.591378,12:30,6.21031,1.13629,6.35311,-15.33225,18.46548,5.86189,3.83837,0.78086,82.42005,-4.137636,0.144418,0.418423,,,,,,,,,,,,-3.29126,10.2513,-1.07237,50,6.11661,1.85673,-130.77946,-3.10702,-5.71569,26.87226,-14.37132,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,02c2c140-ff5e-11ed-b453-ebf3d8e2a684,90.08223,,,7.53569,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:51:15.44,2023-05-30T20:51:15.4424364-06:00,2023-05-31T02:51:15.4424364Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,9e3f2f58-34e5-4b68-9e45-d2cf1c6b4192,54.1438,-131.62816,13.43613,6.20757,-2.65313,-7.18566,-1.13386,2.03725,-2.85784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
195,2023-05-30,20:51:37.97,2,5,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.04734,-4.074491,-3.031268,2207.521997,198.56531,12:30,6.0886,1.27161,6.57167,-15.64883,18.74072,5.93284,1.03831,-1.01504,81.89674,-7.068229,-1.954641,0.42207,,,,,,,,,,,,-3.97032,11.32316,-1.06577,50,5.80119,6.61935,-129.09907,-9.60175,-6.72194,26.07243,-13.00332,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,1034d520-ff5e-11ed-b453-ebf3d8e2a684,89.30378,,,7.1506,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:51:37.97,2023-05-30T20:51:37.9790380-06:00,2023-05-31T02:51:37.9790380Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,738c78ef-f875-4727-ae1e-69e2da16dc67,53.92792,-129.88992,13.03622,6.08645,-9.20733,-6.50166,-1.26965,6.82324,-3.36097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
196,2023-05-30,20:51:57.69,2,6,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.11258,-1.925252,-2.276729,2138.509184,197.848187,12:30,6.16358,1.1468,6.3772,-16.49733,18.78017,5.69233,3.01552,-0.47451,80.75263,-5.088514,-1.246734,0.427484,45.93758,-31.651496,154.227775,,,,,3.11344,1.62939,123.274315,0.078154,-3.61205,10.68473,-0.98527,50,6.01689,4.87206,-127.9962,-4.73337,-6.00186,26.02131,-14.42014,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,1bf604b0-ff5e-11ed-b453-ebf3d8e2a684,88.17266,2.78943,,7.35995,,,,2.36675,2.78943,0.63554,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:51:57.69,2023-05-30T20:51:57.6915500-06:00,2023-05-31T02:51:57.6915500Z,GroundBall,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,ad395acd-fe3b-4639-9eaf-aa10d9ce6bb2,54.12131,-128.83132,13.01065,6.16138,-4.27057,-7.21007,-1.14473,5.06468,-3.00093,,2.37292,-52.13948,,,,,,,,2.79366,-35.69128,,,,,,,,0.63256,25.17403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
197,2023-05-30,20:52:23.87,2,7,"Draves, Nathan",1000164402,Right,ROC_VIB,"Bernard, Austin",676640,Left,MIS_PAD,Undefined,5,Bottom,0,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,87.77585,-1.004318,-2.118074,2028.078685,195.890209,12:30,6.12368,1.10254,6.52841,-20.91481,14.46867,3.80213,3.45874,-0.52452,80.31006,-4.98406,-1.427962,0.428126,71.7219,-13.859855,33.417861,,,,,15.75842,14.92202,31.879307,0.144302,-2.59158,8.21508,-0.95698,50,6.04472,4.57461,-127.56388,-2.80811,-4.26775,26.38808,-18.64561,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,2b93f940-ff5e-11ed-b453-ebf3d8e2a684,88.04052,3.51712,,7.46579,,,,1.32303,3.51712,0.43866,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:52:23.87,2023-05-30T20:52:23.8762540-06:00,2023-05-31T02:52:23.8762540Z,GroundBall,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,745932dc-46b6-4852-b194-a7a05b95734c,53.96917,-128.38232,13.19404,6.12284,-2.2298,-9.3228,-1.10092,4.70698,-2.13387,169.069916,1.32331,85.21978,-11.50286,,,,,,,3.51648,-25.13916,5.37342,,,,,,,0.439,56.21533,-10.98855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
198,2023-05-30,20:53:15.10,3,1,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.51428,-2.255541,-1.725991,2026.184785,199.670114,12:45,6.10465,1.26041,6.49998,-19.40674,15.47997,5.13425,2.41517,0.10358,81.00492,-5.950083,-0.793935,0.42511,,,,,,,,,,,,-3.16713,9.08343,-1.14173,50,5.93809,3.67485,-128.55963,-5.58938,-5.29521,26.89871,-16.98724,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,4a1b8680-ff5e-11ed-b453-ebf3d8e2a684,88.66513,,,7.50936,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:53:15.10,2023-05-30T20:53:15.1027244-06:00,2023-05-31T02:53:15.1027244Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,1b83e7aa-b873-499d-a927-cda0b2f8d2e5,53.99667,-129.39316,13.44935,6.10314,-5.06299,-8.49362,-1.25814,3.83894,-2.64761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
199,2023-05-30,20:53:31.29,3,2,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,5,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.08335,-0.76072,0.00236,2020.02082,187.803474,12:15,6.14506,1.20201,6.47095,-20.26816,14.99339,1.89945,3.7574,1.36247,80.36194,-4.627538,0.34712,0.427388,,,,,,,,,,,,-0.98728,8.40028,-1.20292,50,6.08229,-0.07987,-128.03544,-2.25112,-1.63414,27.1482,-18.27015,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,53bfc980-ff5e-11ed-b453-ebf3d8e2a684,88.19258,,,7.7214,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:53:31.29,2023-05-30T20:53:31.2901164-06:00,2023-05-31T02:53:31.2901164Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,34d30981-dbf6-4051-8d37-bfc6bd878e9e,54.02472,-128.886,13.5741,6.14385,-1.67871,-9.13508,-1.20122,-0.02867,-0.81707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
200,2023-05-30,20:53:47.65,3,3,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,5,Bottom,0,1,1,Slider,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,76.17395,-1.523414,-3.022594,2090.624811,122.134367,10:00,6.06111,1.38994,5.885,-43.15239,5.07799,-5.71992,1.04816,-1.89606,70.43836,-9.425718,-4.048501,0.499841,,,,,,,,,,,,2.11634,3.43425,-1.14254,50,5.91294,6.03521,-110.52813,-4.22792,2.61717,19.75989,-27.92714,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,5d8d8d80-ff5e-11ed-b453-ebf3d8e2a684,75.4089,,,5.73559,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:53:47.65,2023-05-30T20:53:47.6542508-06:00,2023-05-31T02:53:47.6542508Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,9a7b4e34-64de-4226-a502-6c7ab4f76bc7,54.61417,-111.34998,9.87994,6.06463,-3.06637,-13.96357,-1.39129,5.92636,1.30859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
201,2023-05-30,20:54:04.10,3,4,"Draves, Nathan",1000164402,Right,ROC_VIB,"Willman, Kamron",1000078219,Right,MIS_PAD,Undefined,5,Bottom,0,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,1,,88.20498,-2.664356,-1.697868,2094.574579,202.194974,12:45,6.15033,1.14789,6.6622,-21.76422,12.94536,4.85729,1.89589,-0.00137,81.34349,-6.775436,-0.813005,0.42403,93.45357,20.94048,18.464005,3625.168045,102.26802,35.7473,40.51204,335.59513,335.0349,27.558968,3.751194,-3.02004,7.86205,-1.03578,50,5.96242,3.62289,-128.20225,-6.56617,-5.05235,25.2174,-19.0214,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,674fb8c0-ff5e-11ed-b453-ebf3d8e2a684,88.89106,44.24735,,6.86148,,,,1.09453,1.88389,0.01319,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:54:04.10,2023-05-30T20:54:04.1009708-06:00,2023-05-31T02:54:04.1009708Z,LineDrive,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,d2cc19cd-f350-496f-938e-e35a719c17a5,53.83648,-128.95468,12.6087,6.14988,-5.99862,-9.5107,-1.14613,3.77364,-2.52617,223.845805,1.09396,121.44088,-21.54339,5.22058,-1.35376,0.38979,-0.10064,0.01639,-0.00112,1.88474,48.96036,-14.55438,-0.24226,0.60176,-0.32136,0.1011,-0.01632,0.00103,0.01311,40.54512,2.45862,-1.5585,0.50627,-0.11321,0.01769,-0.00162,6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
